GEOID,County,Tract,MedHHInc,moe
13117130410,Forsyth County,Census Tract 1304.10,47813,8746
13117130503,Forsyth County,Census Tract 1305.03,109643,13888
13117130504,Forsyth County,Census Tract 1305.04,79653,11988
13117130505,Forsyth County,Census Tract 1305.05,92805,21579
13117130506,Forsyth County,Census Tract 1305.06,93750,15747
13117130507,Forsyth County,Census Tract 1305.07,78352,16362
13117130508,Forsyth County,Census Tract 1305.08,129375,11906
13117130509,Forsyth County,Census Tract 1305.09,92770,17425
13117130510,Forsyth County,Census Tract 1305.10,127500,25599
13117130601,Forsyth County,Census Tract 1306.01,90605,5694
13117130602,Forsyth County,Census Tract 1306.02,103170,6929
13117130603,Forsyth County,Census Tract 1306.03,143393,13804
13117130604,Forsyth County,Census Tract 1306.04,161375,18878
13117130605,Forsyth County,Census Tract 1306.05,128085,4197
13117130606,Forsyth County,Census Tract 1306.06,118147,7836
13117130607,Forsyth County,Census Tract 1306.07,136422,11238
13117130608,Forsyth County,Census Tract 1306.08,138893,20653
13117130609,Forsyth County,Census Tract 1306.09,140441,7841
13117130610,Forsyth County,Census Tract 1306.10,153958,18918
13117130611,Forsyth County,Census Tract 1306.11,149539,8890
13117130612,Forsyth County,Census Tract 1306.12,143625,16923
13117130613,Forsyth County,Census Tract 1306.13,102074,25946
13121000100,Fulton County,Census Tract 1,168396,18644
13121000200,Fulton County,Census Tract 2,158011,37856
13121000400,Fulton County,Census Tract 4,97257,30528
13121000500,Fulton County,Census Tract 5,90140,13217
13121000600,Fulton County,Census Tract 6,53686,9322
13121000700,Fulton County,Census Tract 7,84107,33365
13121001001,Fulton County,Census Tract 10.01,103846,10554
13121001002,Fulton County,Census Tract 10.02,31042,9051
13121001100,Fulton County,Census Tract 11,109426,7959
13121001201,Fulton County,Census Tract 12.01,80476,16521
13121001202,Fulton County,Census Tract 12.02,93143,10792
13121001300,Fulton County,Census Tract 13,76188,11395
13121001400,Fulton County,Census Tract 14,84167,8586
13121001500,Fulton County,Census Tract 15,66490,6927
13121001600,Fulton County,Census Tract 16,78182,25052
13121001700,Fulton County,Census Tract 17,94750,19507
13121001800,Fulton County,Census Tract 18,49486,5036
13121001900,Fulton County,Census Tract 19,62656,21061
13121002100,Fulton County,Census Tract 21,68618,25309
13121002300,Fulton County,Census Tract 23,26683,7261
13121002400,Fulton County,Census Tract 24,28056,9167
13121002500,Fulton County,Census Tract 25,30283,6291
13121002600,Fulton County,Census Tract 26,33611,7929
13121002800,Fulton County,Census Tract 28,33165,13713
13121002900,Fulton County,Census Tract 29,71210,13097
13121003000,Fulton County,Census Tract 30,113125,15951
13121003100,Fulton County,Census Tract 31,62250,21179
13121003200,Fulton County,Census Tract 32,111830,10292
13121003500,Fulton County,Census Tract 35,53889,14004
13121003600,Fulton County,Census Tract 36,53152,9688
13121003700,Fulton County,Census Tract 37,23684,22973
13121003800,Fulton County,Census Tract 38,20625,2261
13121003900,Fulton County,Census Tract 39,33000,7751
13121004000,Fulton County,Census Tract 40,32417,3836
13121004100,Fulton County,Census Tract 41,54208,14881
13121004200,Fulton County,Census Tract 42,18913,7776
13121004300,Fulton County,Census Tract 43,36750,19771
13121004400,Fulton County,Census Tract 44,23587,5417
13121004800,Fulton County,Census Tract 48,19612,4574
13121004900,Fulton County,Census Tract 49,84655,25401
13121005000,Fulton County,Census Tract 50,75570,8334
13121005200,Fulton County,Census Tract 52,111759,26398
13121005300,Fulton County,Census Tract 53,102303,15988
13121005501,Fulton County,Census Tract 55.01,37647,10422
13121005502,Fulton County,Census Tract 55.02,21804,7466
13121005700,Fulton County,Census Tract 57,25170,9232
13121005800,Fulton County,Census Tract 58,42679,16189
13121006000,Fulton County,Census Tract 60,38708,6010
13121006100,Fulton County,Census Tract 61,29323,7825
13121006200,Fulton County,Census Tract 62,37500,9862
13121006300,Fulton County,Census Tract 63,31483,5419
13121006400,Fulton County,Census Tract 64,30395,12631
13121006500,Fulton County,Census Tract 65,50163,18386
13121006601,Fulton County,Census Tract 66.01,44250,13380
13121006602,Fulton County,Census Tract 66.02,25375,9725
13121006700,Fulton County,Census Tract 67,25651,3355
13121006801,Fulton County,Census Tract 68.01,NA,NA
13121006802,Fulton County,Census Tract 68.02,14375,3462
13121006900,Fulton County,Census Tract 69,73429,16925
13121007001,Fulton County,Census Tract 70.01,29528,7083
13121007002,Fulton County,Census Tract 70.02,45451,11842
13121007100,Fulton County,Census Tract 71,25489,7197
13121007200,Fulton County,Census Tract 72,27083,11520
13121007300,Fulton County,Census Tract 73,32044,5150
13121007400,Fulton County,Census Tract 74,19740,4441
13121007500,Fulton County,Census Tract 75,26205,6037
13121007602,Fulton County,Census Tract 76.02,32500,5264
13121007603,Fulton County,Census Tract 76.03,13456,1859
13121007604,Fulton County,Census Tract 76.04,21863,3775
13121007703,Fulton County,Census Tract 77.03,44452,8403
13121007704,Fulton County,Census Tract 77.04,35814,3688
13121007705,Fulton County,Census Tract 77.05,25906,3376
13121007706,Fulton County,Census Tract 77.06,45101,11629
13121007802,Fulton County,Census Tract 78.02,51388,7637
13121007805,Fulton County,Census Tract 78.05,31174,5355
13121007806,Fulton County,Census Tract 78.06,41529,9476
13121007807,Fulton County,Census Tract 78.07,24398,13106
13121007808,Fulton County,Census Tract 78.08,12485,1531
13121007900,Fulton County,Census Tract 79,61125,9654
13121008000,Fulton County,Census Tract 80,43854,7378
13121008101,Fulton County,Census Tract 81.01,44878,8374
13121008102,Fulton County,Census Tract 81.02,27119,6010
13121008201,Fulton County,Census Tract 82.01,38080,6372
13121008202,Fulton County,Census Tract 82.02,27093,4754
13121008301,Fulton County,Census Tract 83.01,25060,8358
13121008302,Fulton County,Census Tract 83.02,28318,5166
13121008400,Fulton County,Census Tract 84,24183,4702
13121008500,Fulton County,Census Tract 85,24890,5200
13121008601,Fulton County,Census Tract 86.01,22696,3511
13121008602,Fulton County,Census Tract 86.02,37708,2806
13121008700,Fulton County,Census Tract 87,33732,5735
13121008800,Fulton County,Census Tract 88,103385,16611
13121008902,Fulton County,Census Tract 89.02,72432,9763
13121008903,Fulton County,Census Tract 89.03,75978,2837
13121008904,Fulton County,Census Tract 89.04,85517,12012
13121009000,Fulton County,Census Tract 90,111146,18513
13121009101,Fulton County,Census Tract 91.01,79489,4861
13121009102,Fulton County,Census Tract 91.02,59444,35224
13121009200,Fulton County,Census Tract 92,71482,7243
13121009300,Fulton County,Census Tract 93,106128,30461
13121009402,Fulton County,Census Tract 94.02,75088,9360
13121009403,Fulton County,Census Tract 94.03,63269,11972
13121009404,Fulton County,Census Tract 94.04,81004,27370
13121009501,Fulton County,Census Tract 95.01,185521,44731
13121009502,Fulton County,Census Tract 95.02,86053,24545
13121009601,Fulton County,Census Tract 96.01,107386,16146
13121009602,Fulton County,Census Tract 96.02,102778,16294
13121009603,Fulton County,Census Tract 96.03,83243,15103
13121009700,Fulton County,Census Tract 97,208750,66170
13121009801,Fulton County,Census Tract 98.01,125375,57273
13121009802,Fulton County,Census Tract 98.02,165583,50208
13121009900,Fulton County,Census Tract 99,152500,26329
13121010001,Fulton County,Census Tract 100.01,108197,33166
13121010002,Fulton County,Census Tract 100.02,146182,34313
13121010106,Fulton County,Census Tract 101.06,81952,7802
13121010107,Fulton County,Census Tract 101.07,203636,54538
13121010108,Fulton County,Census Tract 101.08,126711,18908
13121010110,Fulton County,Census Tract 101.10,73727,11703
13121010113,Fulton County,Census Tract 101.13,61583,17192
13121010114,Fulton County,Census Tract 101.14,72450,8547
13121010115,Fulton County,Census Tract 101.15,127688,16493
13121010117,Fulton County,Census Tract 101.17,60731,5573
13121010118,Fulton County,Census Tract 101.18,55023,4597
13121010119,Fulton County,Census Tract 101.19,56402,12340
13121010120,Fulton County,Census Tract 101.20,77500,7597
13121010121,Fulton County,Census Tract 101.21,90451,10672
13121010122,Fulton County,Census Tract 101.22,90586,14002
13121010123,Fulton County,Census Tract 101.23,77969,7510
13121010204,Fulton County,Census Tract 102.04,171875,34092
13121010205,Fulton County,Census Tract 102.05,103828,14364
13121010206,Fulton County,Census Tract 102.06,192375,49707
13121010208,Fulton County,Census Tract 102.08,72022,13976
13121010209,Fulton County,Census Tract 102.09,61575,4008
13121010210,Fulton County,Census Tract 102.10,82212,8310
13121010211,Fulton County,Census Tract 102.11,142750,22560
13121010212,Fulton County,Census Tract 102.12,67350,9819
13121010301,Fulton County,Census Tract 103.01,75636,11371
13121010303,Fulton County,Census Tract 103.03,71457,7532
13121010304,Fulton County,Census Tract 103.04,80641,6193
13121010400,Fulton County,Census Tract 104,50980,6710
13121010507,Fulton County,Census Tract 105.07,43986,6241
13121010508,Fulton County,Census Tract 105.08,59474,16228
13121010510,Fulton County,Census Tract 105.10,48051,7091
13121010511,Fulton County,Census Tract 105.11,56719,9227
13121010512,Fulton County,Census Tract 105.12,40215,4806
13121010513,Fulton County,Census Tract 105.13,48344,6892
13121010514,Fulton County,Census Tract 105.14,66144,8515
13121010515,Fulton County,Census Tract 105.15,55883,9301
13121010516,Fulton County,Census Tract 105.16,59783,11035
13121010601,Fulton County,Census Tract 106.01,34508,9400
13121010603,Fulton County,Census Tract 106.03,34830,8153
13121010604,Fulton County,Census Tract 106.04,36044,4766
13121010800,Fulton County,Census Tract 108,44881,5604
13121011000,Fulton County,Census Tract 110,23546,9134
13121011100,Fulton County,Census Tract 111,60333,12100
13121011201,Fulton County,Census Tract 112.01,35670,7832
13121011202,Fulton County,Census Tract 112.02,44614,4454
13121011301,Fulton County,Census Tract 113.01,50893,6209
13121011303,Fulton County,Census Tract 113.03,45942,4865
13121011305,Fulton County,Census Tract 113.05,36707,4971
13121011306,Fulton County,Census Tract 113.06,33587,7918
13121011405,Fulton County,Census Tract 114.05,85081,17550
13121011410,Fulton County,Census Tract 114.10,117157,24995
13121011411,Fulton County,Census Tract 114.11,85114,29651
13121011412,Fulton County,Census Tract 114.12,91222,10971
13121011414,Fulton County,Census Tract 114.14,80389,10390
13121011416,Fulton County,Census Tract 114.16,109417,4057
13121011417,Fulton County,Census Tract 114.17,96635,13100
13121011418,Fulton County,Census Tract 114.18,160820,7308
13121011419,Fulton County,Census Tract 114.19,124358,14715
13121011420,Fulton County,Census Tract 114.20,48988,5102
13121011421,Fulton County,Census Tract 114.21,50326,5503
13121011422,Fulton County,Census Tract 114.22,70833,18007
13121011423,Fulton County,Census Tract 114.23,128085,10382
13121011424,Fulton County,Census Tract 114.24,95410,19472
13121011425,Fulton County,Census Tract 114.25,162672,21301
13121011426,Fulton County,Census Tract 114.26,126375,34217
13121011427,Fulton County,Census Tract 114.27,126452,9193
13121011503,Fulton County,Census Tract 115.03,168750,20056
13121011504,Fulton County,Census Tract 115.04,236149,28181
13121011505,Fulton County,Census Tract 115.05,166938,16557
13121011506,Fulton County,Census Tract 115.06,165266,14521
13121011610,Fulton County,Census Tract 116.10,114464,12344
13121011611,Fulton County,Census Tract 116.11,68620,7250
13121011612,Fulton County,Census Tract 116.12,150901,25872
13121011613,Fulton County,Census Tract 116.13,110066,13492
13121011614,Fulton County,Census Tract 116.14,74184,7169
13121011615,Fulton County,Census Tract 116.15,161263,11948
13121011616,Fulton County,Census Tract 116.16,104176,10315
13121011617,Fulton County,Census Tract 116.17,144125,30367
13121011618,Fulton County,Census Tract 116.18,122857,22167
13121011619,Fulton County,Census Tract 116.19,93750,5251
13121011620,Fulton County,Census Tract 116.20,141513,12508
13121011621,Fulton County,Census Tract 116.21,157692,29276
13121011622,Fulton County,Census Tract 116.22,149583,17466
13121011623,Fulton County,Census Tract 116.23,121389,9065
13121011624,Fulton County,Census Tract 116.24,196016,16021
13121011625,Fulton County,Census Tract 116.25,122361,17180
13121011626,Fulton County,Census Tract 116.26,102699,14403
13121011800,Fulton County,Census Tract 118,30972,14529
13121011900,Fulton County,Census Tract 119,25699,8747
13121012000,Fulton County,Census Tract 120,27188,8303
13121012300,Fulton County,Census Tract 123,52188,37882
13121980000,Fulton County,Census Tract 9800,NA,NA
13135050103,Gwinnett County,Census Tract 501.03,80772,5324
13135050105,Gwinnett County,Census Tract 501.05,53785,8954
13135050106,Gwinnett County,Census Tract 501.06,66351,11042
13135050107,Gwinnett County,Census Tract 501.07,102874,5492
13135050108,Gwinnett County,Census Tract 501.08,129112,14804
13135050109,Gwinnett County,Census Tract 501.09,70771,10997
13135050205,Gwinnett County,Census Tract 502.05,67652,12823
13135050208,Gwinnett County,Census Tract 502.08,65292,6259
13135050209,Gwinnett County,Census Tract 502.09,53272,5163
13135050210,Gwinnett County,Census Tract 502.10,78525,13038
13135050211,Gwinnett County,Census Tract 502.11,44870,6855
13135050212,Gwinnett County,Census Tract 502.12,139097,12805
13135050213,Gwinnett County,Census Tract 502.13,113591,12700
13135050214,Gwinnett County,Census Tract 502.14,92990,16579
13135050215,Gwinnett County,Census Tract 502.15,64306,5776
13135050216,Gwinnett County,Census Tract 502.16,83193,10995
13135050217,Gwinnett County,Census Tract 502.17,91451,19439
13135050218,Gwinnett County,Census Tract 502.18,68529,14231
13135050219,Gwinnett County,Census Tract 502.19,67188,15214
13135050220,Gwinnett County,Census Tract 502.20,57845,12013
13135050304,Gwinnett County,Census Tract 503.04,43917,4834
13135050306,Gwinnett County,Census Tract 503.06,47011,10801
13135050308,Gwinnett County,Census Tract 503.08,151875,27464
13135050309,Gwinnett County,Census Tract 503.09,108786,11287
13135050310,Gwinnett County,Census Tract 503.10,70102,16221
13135050311,Gwinnett County,Census Tract 503.11,104302,8495
13135050313,Gwinnett County,Census Tract 503.13,51794,8679
13135050314,Gwinnett County,Census Tract 503.14,49054,8027
13135050315,Gwinnett County,Census Tract 503.15,53693,4532
13135050317,Gwinnett County,Census Tract 503.17,41711,6185
13135050318,Gwinnett County,Census Tract 503.18,47321,7743
13135050319,Gwinnett County,Census Tract 503.19,43355,9903
13135050320,Gwinnett County,Census Tract 503.20,42500,7281
13135050321,Gwinnett County,Census Tract 503.21,143875,19938
13135050322,Gwinnett County,Census Tract 503.22,151364,14372
13135050410,Gwinnett County,Census Tract 504.10,53415,8767
13135050415,Gwinnett County,Census Tract 504.15,75036,11325
13135050416,Gwinnett County,Census Tract 504.16,67833,14641
13135050417,Gwinnett County,Census Tract 504.17,35882,3510
13135050418,Gwinnett County,Census Tract 504.18,37970,8758
13135050419,Gwinnett County,Census Tract 504.19,51930,11367
13135050421,Gwinnett County,Census Tract 504.21,50511,9121
13135050422,Gwinnett County,Census Tract 504.22,39133,5165
13135050423,Gwinnett County,Census Tract 504.23,58067,5895
13135050424,Gwinnett County,Census Tract 504.24,47539,7869
13135050425,Gwinnett County,Census Tract 504.25,102500,20355
13135050426,Gwinnett County,Census Tract 504.26,80320,5719
13135050427,Gwinnett County,Census Tract 504.27,84151,8671
13135050428,Gwinnett County,Census Tract 504.28,94792,20060
13135050429,Gwinnett County,Census Tract 504.29,104697,12711
13135050430,Gwinnett County,Census Tract 504.30,72937,9769
13135050431,Gwinnett County,Census Tract 504.31,45816,9643
13135050432,Gwinnett County,Census Tract 504.32,61027,4758
13135050433,Gwinnett County,Census Tract 504.33,46675,4725
13135050434,Gwinnett County,Census Tract 504.34,47747,6209
13135050435,Gwinnett County,Census Tract 504.35,55438,7800
13135050436,Gwinnett County,Census Tract 504.36,47200,8508
13135050511,Gwinnett County,Census Tract 505.11,65399,15413
13135050520,Gwinnett County,Census Tract 505.20,41512,16533
13135050521,Gwinnett County,Census Tract 505.21,58897,13593
13135050522,Gwinnett County,Census Tract 505.22,34704,13100
13135050523,Gwinnett County,Census Tract 505.23,60363,7156
13135050524,Gwinnett County,Census Tract 505.24,53594,8422
13135050525,Gwinnett County,Census Tract 505.25,89475,18283
13135050526,Gwinnett County,Census Tract 505.26,41696,5384
13135050527,Gwinnett County,Census Tract 505.27,88662,7268
13135050528,Gwinnett County,Census Tract 505.28,103423,7263
13135050529,Gwinnett County,Census Tract 505.29,67361,17664
13135050530,Gwinnett County,Census Tract 505.30,95072,8680
13135050531,Gwinnett County,Census Tract 505.31,62075,6688
13135050532,Gwinnett County,Census Tract 505.32,67769,12874
13135050533,Gwinnett County,Census Tract 505.33,57518,15302
13135050534,Gwinnett County,Census Tract 505.34,69268,7224
13135050535,Gwinnett County,Census Tract 505.35,60948,9312
13135050536,Gwinnett County,Census Tract 505.36,57426,6362
13135050537,Gwinnett County,Census Tract 505.37,42513,8349
13135050538,Gwinnett County,Census Tract 505.38,85862,20835
13135050539,Gwinnett County,Census Tract 505.39,45729,9542
13135050540,Gwinnett County,Census Tract 505.40,70506,17422
13135050541,Gwinnett County,Census Tract 505.41,40551,5784
13135050542,Gwinnett County,Census Tract 505.42,52640,10591
13135050543,Gwinnett County,Census Tract 505.43,66901,16336
13135050544,Gwinnett County,Census Tract 505.44,85293,11359
13135050545,Gwinnett County,Census Tract 505.45,65249,8973
13135050546,Gwinnett County,Census Tract 505.46,75927,7798
13135050547,Gwinnett County,Census Tract 505.47,77736,9051
13135050548,Gwinnett County,Census Tract 505.48,85682,10568
13135050549,Gwinnett County,Census Tract 505.49,80490,11095
13135050605,Gwinnett County,Census Tract 506.05,84466,10062
13135050606,Gwinnett County,Census Tract 506.06,90338,13508
13135050607,Gwinnett County,Census Tract 506.07,95308,8446
13135050608,Gwinnett County,Census Tract 506.08,90029,12025
13135050609,Gwinnett County,Census Tract 506.09,98038,12845
13135050610,Gwinnett County,Census Tract 506.10,118623,11097
13135050709,Gwinnett County,Census Tract 507.09,64571,7661
13135050712,Gwinnett County,Census Tract 507.12,98886,13924
13135050713,Gwinnett County,Census Tract 507.13,106287,9557
13135050714,Gwinnett County,Census Tract 507.14,89444,11871
13135050715,Gwinnett County,Census Tract 507.15,79971,17154
13135050718,Gwinnett County,Census Tract 507.18,97043,15209
13135050719,Gwinnett County,Census Tract 507.19,53875,5183
13135050720,Gwinnett County,Census Tract 507.20,70899,8818
13135050721,Gwinnett County,Census Tract 507.21,75042,11679
13135050722,Gwinnett County,Census Tract 507.22,64496,9057
13135050723,Gwinnett County,Census Tract 507.23,86563,19700
13135050724,Gwinnett County,Census Tract 507.24,86588,6248
13135050725,Gwinnett County,Census Tract 507.25,67525,5176
13135050726,Gwinnett County,Census Tract 507.26,69422,6653
13135050727,Gwinnett County,Census Tract 507.27,99072,8365
13135050728,Gwinnett County,Census Tract 507.28,94167,11608
13135050729,Gwinnett County,Census Tract 507.29,64152,10035
13135050730,Gwinnett County,Census Tract 507.30,70779,10216
13135050731,Gwinnett County,Census Tract 507.31,65704,5684
13151070104,Henry County,Census Tract 701.04,67665,4977
13151070106,Henry County,Census Tract 701.06,58134,9313
13151070107,Henry County,Census Tract 701.07,69966,18052
13151070108,Henry County,Census Tract 701.08,67159,7793
13151070109,Henry County,Census Tract 701.09,70174,13729
13151070110,Henry County,Census Tract 701.10,82901,9604
13151070111,Henry County,Census Tract 701.11,52259,5884
13151070113,Henry County,Census Tract 701.13,47566,9810
13151070114,Henry County,Census Tract 701.14,48986,4947
13151070202,Henry County,Census Tract 702.02,102759,17526
13151070203,Henry County,Census Tract 702.03,104632,14143
13151070204,Henry County,Census Tract 702.04,88135,9057
13151070205,Henry County,Census Tract 702.05,72316,14893
13151070304,Henry County,Census Tract 703.04,48983,11396
13151070305,Henry County,Census Tract 703.05,94963,7877
13151070306,Henry County,Census Tract 703.06,71927,6602
13151070307,Henry County,Census Tract 703.07,78520,8209
13151070309,Henry County,Census Tract 703.09,96082,9349
13151070310,Henry County,Census Tract 703.10,92083,9097
13151070311,Henry County,Census Tract 703.11,48146,8415
13151070402,Henry County,Census Tract 704.02,79688,5922
13151070403,Henry County,Census Tract 704.03,62479,11535
13151070404,Henry County,Census Tract 704.04,64528,8632
13151070501,Henry County,Census Tract 705.01,63170,21335
13151070502,Henry County,Census Tract 705.02,77692,5942
